"Name","State","Min_Value","Max_Value","Temp_change","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean","rank_temp"
"Muskogee County","Oklahoma","71.7","93.6","21.9","104","1.6","70.1",1254
"Noble County","Oklahoma","71.8","95.7","23.9","120","3.1","68.7",2004
"Nowata County","Oklahoma","69.6","92.3","22.7","87","1","68.6",1608
"Okfuskee County","Oklahoma","70.9","94.2","23.3","104","1.6","69.3",1807
"Oklahoma County","Oklahoma","72","95.2","23.2","114","2.3","69.7",1772
"Okmulgee County","Oklahoma","71.3","93.5","22.2","98","1.5","69.8",1377
"Osage County","Oklahoma","70.7","93.1","22.4","112","2.4","68.3",1468
"Ottawa County","Oklahoma","69.7","91.6","21.9","103","2","67.7",1254
"Pawnee County","Oklahoma","72","94","22","123","3.3","68.7",1292
"Payne County","Oklahoma","72.4","95.2","22.8","123","3.4","69",1636
"Pittsburg County","Oklahoma","71.2","95","23.8","97","1.5","69.7",1967
"Pontotoc County","Oklahoma","71.9","96","24.1","114","2.7","69.2",2076
"Pottawatomie County","Oklahoma","71.2","95.3","24.1","103","1.7","69.5",2076
"Pushmataha County","Oklahoma","71.7","95.4","23.7","122","3.5","68.2",1935
"Roger Mills County","Oklahoma","69.6","99","29.4","116","2.6","67",2823
"Rogers County","Oklahoma","70.6","93","22.4","88","1.3","69.3",1468
"Seminole County","Oklahoma","70.8","95.3","24.5","102","1.6","69.2",2189
"Sequoyah County","Oklahoma","71","93.4","22.4","103","2","69",1468
"Stephens County","Oklahoma","73.1","99.1","26.0","125","3.3","69.8",2494
"Texas County","Oklahoma","64.9","94","29.1","97","1","63.9",2802
"Tillman County","Oklahoma","74.3","103.2","28.9","129","4.3","70",2785
"Tulsa County","Oklahoma","71.1","93.2","22.1","94","1.5","69.6",1329
"Wagoner County","Oklahoma","71.6","93.2","21.6","102","1.7","69.9",1132
"Washington County","Oklahoma","70","93.2","23.2","99","1.5","68.5",1772
"Washita County","Oklahoma","71.2","99.9","28.7","117","2.5","68.7",2764
"Woods County","Oklahoma","68.5","96.3","27.8","98","1.3","67.2",2687
"Woodward County","Oklahoma","68.5","97.1","28.6","103","1.5","67",2754
"Baker County","Oregon","51.7","83","31.3","103","2.7","49",2984
"Benton County","Oregon","52.8","81.6","28.8","108","1.9","51",2777
"Clackamas County","Oregon","52.4","75.6","23.2","116","3","49.4",1772
"Clatsop County","Oregon","52.4","73.5","21.1","116","2.9","49.5",933
"Columbia County","Oregon","53","77.5","24.5","113","2.7","50.3",2189
"Coos County","Oregon","53.3","75.7","22.4","115","2.7","50.6",1468
"Crook County","Oregon","47.1","82.3","35.2","91","1.7","45.4",3103
"Curry County","Oregon","53.1","76.8","23.7","101","1.9","51.2",1935
"Deschutes County","Oregon","45.3","78.9","33.6","98","2","43.3",3079
"Douglas County","Oregon","52.6","79","26.4","104","2.4","50.2",2539
"Gilliam County","Oregon","54","84.4","30.4","94","1.7","52.3",2914
"Grant County","Oregon","47.4","80.7","33.3","99","2.3","45.1",3075
"Harney County","Oregon","49.3","83.1","33.8","86","1.6","47.7",3086
"Hood River County","Oregon","51.1","73.5","22.4","104","2.2","48.9",1468
"Jackson County","Oregon","52.8","82.2","29.4","101","2.2","50.6",2823
"Jefferson County","Oregon","49.5","81.8","32.3","103","2.1","47.4",3038
"Josephine County","Oregon","53.5","81","27.5","108","2.6","50.9",2655
"Klamath County","Oregon","45","79","34","95","1.9","43.1",3088
"Lake County","Oregon","46.7","81.4","34.7","94","1.7","45",3100
"Lane County","Oregon","51.6","77.6","26.0","99","1.9","49.7",2494
"Lincoln County","Oregon","52.2","74.1","21.9","103","1.5","50.7",1254
"Linn County","Oregon","51.2","78","26.8","109","2.2","49",2590
"Malheur County","Oregon","52.9","86.5","33.6","84","1.4","51.5",3079
"Marion County","Oregon","52.4","78.2","25.8","115","2.9","49.5",2464
"Morrow County","Oregon","53.6","83.9","30.3","96","2.1","51.5",2910
"Multnomah County","Oregon","55.1","79.1","24.0","116","3","52.1",2040
"Polk County","Oregon","53","80.7","27.7","113","2.4","50.6",2675
"Sherman County","Oregon","54.4","84.1","29.7","98","1.7","52.7",2848
"Tillamook County","Oregon","52","72.3","20.3","109","2.4","49.6",588
"Umatilla County","Oregon","52.4","83.8","31.4","97","2","50.4",2990
"Union County","Oregon","48","80.5","32.5","90","1.7","46.3",3048
"Wallowa County","Oregon","48.4","80","31.6","101","2.1","46.3",3004
"Wasco County","Oregon","52.8","81.2","28.4","106","2.4","50.4",2732
"Washington County","Oregon","53.1","78.1","25.0","104","2.3","50.8",2327
"Wheeler County","Oregon","50.4","81.8","31.4","91","1.7","48.7",2990
"Yamhill County","Oregon","53.4","79.6","26.2","112","2.7","50.7",2521
"Adams County","Pennsylvania","61.8","83.3","21.5","85","1.8","60",1103
"Allegheny County","Pennsylvania","62.1","84.1","22.0","107","2.7","59.4",1301
"Armstrong County","Pennsylvania","59","81.3","22.3","96","2.2","56.8",1423
"Beaver County","Pennsylvania","60.1","82.9","22.8","91","1.6","58.5",1636
"Bedford County","Pennsylvania","58.5","83","24.5","80","1","57.5",2189
"Berks County","Pennsylvania","61.5","82.6","21.1","90","1.8","59.7",933
"Blair County","Pennsylvania","58.7","80.9","22.2","91","1.7","57",1377
"Bradford County","Pennsylvania","57.2","76.9","19.7","96","1.8","55.4",381
"Bucks County","Pennsylvania","62.7","83.3","20.6","104","2.6","60.1",707
"Butler County","Pennsylvania","59.2","81.9","22.7","102","2.6","56.6",1608
"Cambria County","Pennsylvania","57.1","78.8","21.7","87","1.3","55.8",1180
"Cameron County","Pennsylvania","56.6","78.6","22.0","93","1.5","55.1",1301
"Carbon County","Pennsylvania","58.6","78.3","19.7","105","2.9","55.7",381
"Centre County","Pennsylvania","58.7","78.8","20.1","95","1.6","57.1",518
"Chester County","Pennsylvania","62.8","83.3","20.5","90","1.8","61",666
"Clarion County","Pennsylvania","57.1","79.7","22.6","90","1.8","55.3",1563
"Clearfield County","Pennsylvania","57.3","79","21.7","100","2","55.3",1180
"Clinton County","Pennsylvania","58.1","78.9","20.8","97","1.7","56.4",801
"Columbia County","Pennsylvania","58.8","79.4","20.6","86","1.4","57.4",707
"Crawford County","Pennsylvania","58.1","79.1","21.0","109","3","55.1",895
"Cumberland County","Pennsylvania","62.2","83.1","20.9","84","1.7","60.5",841
"Dauphin County","Pennsylvania","62.2","81.8","19.6","95","2.2","60",357
"Delaware County","Pennsylvania","65.4","84.5","19.1","94","1.7","63.7",247
"Elk County","Pennsylvania","56","78.2","22.2","103","2.3","53.7",1377
"Erie County","Pennsylvania","59.1","78.8","19.7","108","2.7","56.4",381
"Fayette County","Pennsylvania","58.9","82","23.1","78","0.8","58.1",1733
"Forest County","Pennsylvania","55.9","78.8","22.9","88","1.5","54.4",1659
"Franklin County","Pennsylvania","61.6","83.4","21.8","96","2","59.6",1221
"Fulton County","Pennsylvania","60","84.1","24.1","90","1.5","58.5",2076
"Greene County","Pennsylvania","60.2","84","23.8","94","1.6","58.6",1967
"Huntingdon County","Pennsylvania","59.9","82","22.1","89","1.7","58.2",1329
"Indiana County","Pennsylvania","58.1","80.3","22.2","92","1.5","56.6",1377
"Jefferson County","Pennsylvania","57","79","22","100","2.3","54.7",1292
"Juniata County","Pennsylvania","61.4","81.7","20.3","88","1.6","59.8",588
"Lackawanna County","Pennsylvania","58.1","77.7","19.6","103","2.7","55.4",357
"Lancaster County","Pennsylvania","63","82.7","19.7","98","2.3","60.7",381
